QUESTION_NAME,COLUMN_NAME,PreferNotToAnswerSelection,Reverse_Coded_DuringCollection,SUBSCALE_NAME,SUBSCALE_NAME_2,Your_Scale_Min,Your_Scale_Max,Correct Answer,,,Foraging Yale,,Foraging Pilot,,,Sample Data
poms_23,poms_23,6,0,fatigue/inertia,,1,6,,,,,,,,,poms_23
poms_24,poms_24,6,0,confusion/bewilderment,,1,6,,,,,,,,,poms_24
poms_25,poms_25,6,0,anger/hostility,,1,6,,,,,,,,,poms_25
poms_26,poms_26,6,0,confusion/bewilderment,,1,6,,,,,,,,,poms_26
poms_27,poms_27,6,0,vigor/activity,,1,6,,,,,,,,,poms_27
poms_28,poms_28,6,0,anger/hostility,,1,6,,,,,,,,,poms_28
poms_29,poms_29,6,0,confusion/bewilderment,,1,6,,,,,,,,,poms_29
poms_30,poms_30,6,0,vigor/activity,,1,6,,,,,,,,,poms_30
pss_1,pss_1,N/A,0,N/A,,1,5,,,,QID38_1,,QID49_1,,,pss_1
pss_2,pss_2,N/A,0,N/A,,1,5,,,,QID38_2,,QID49_2,,,pss_2
pss_3,pss_3,N/A,0,N/A,,1,5,,,,QID38_3,,QID49_3,,,pss_3
pss_4,pss_4,N/A,0,N/A,,1,5,,,,QID38_4,,QID49_4,,,pss_4
pss_5,pss_5,N/A,0,N/A,,1,5,,,,QID38_5,,QID49_5,,,pss_5
pss_6,pss_6,N/A,0,N/A,,1,5,,,,QID38_6,,QID49_6,,,pss_6
pss_7,pss_7,N/A,0,N/A,,1,5,,,,QID38_7,,QID49_7,,,pss_7
pss_8,pss_8,N/A,0,N/A,,1,5,,,,QID38_8,,QID49_8,,,pss_8
pss_9,pss_9,N/A,0,N/A,,1,5,,,,QID38_9,,QID49_9,,,pss_9
pss_10,pss_10,N/A,0,N/A,,1,5,,,,QID38_10,,QID49_10,,,pss_10
Shipley1_1,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_2,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_3,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_4,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_5,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_6,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_7,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_8,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_9,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_10,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_11,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_12,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_13,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_14,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_15,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_16,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_17,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_18,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_19,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_20,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_21,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_22,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_23,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_24,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_25,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_26,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_27,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_28,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_29,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_30,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_31,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_32,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_33,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_34,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_35,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_36,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_37,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_38,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_39,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley1_40,,N/A,0,N/A,,1,4,,,,,,,,,
Shipley2_1,Shipley2_1,N/A,0,N/A,,1,4,3,,,QID112_1,,QID92_1,,,Shipley2_1
Shipley2_2,Shipley2_2,N/A,0,N/A,,1,4,3,,,QID112_2,,QID92_2,,,Shipley2_2
Shipley2_3,Shipley2_3,N/A,0,N/A,,1,4,2,,,QID112_3,,QID92_3,,,Shipley2_3
Shipley2_4,Shipley2_4,N/A,0,N/A,,1,4,1,,,QID112_4,,QID92_4,,,Shipley2_4
Shipley2_5,Shipley2_5,N/A,0,N/A,,1,4,4,,,QID112_5,,QID92_5,,,Shipley2_5
Shipley2_6,Shipley2_6,N/A,0,N/A,,1,4,2,,,QID112_6,,QID92_6,,,Shipley2_6
Shipley2_7,Shipley2_7,N/A,0,N/A,,1,4,1,,,QID112_7,,QID92_7,,,Shipley2_7
Shipley2_8,Shipley2_8,N/A,0,N/A,,1,4,4,,,QID112_8,,QID92_8,,,Shipley2_8
Shipley2_9,Shipley2_9,N/A,0,N/A,,1,4,4,,,QID112_9,,QID92_9,,,Shipley2_9
Shipley2_10,Shipley2_10,N/A,0,N/A,,1,4,2,,,QID112_10,,QID92_10,,,Shipley2_10
Shipley2_11,Shipley2_11,N/A,0,N/A,,1,4,4,,,QID112_11,,QID92_11,,,Shipley2_11
Shipley2_12,Shipley2_12,N/A,0,N/A,,1,4,3,,,QID112_12,,QID92_12,,,Shipley2_12
Shipley2_13,Shipley2_13,N/A,0,N/A,,1,4,1,,,QID112_13,,QID92_13,,,Shipley2_13
Shipley2_14,Shipley2_14,N/A,0,N/A,,1,4,3,,,QID112_14,,QID92_14,,,Shipley2_14
Shipley2_15,Shipley2_15,N/A,0,N/A,,1,4,3,,,QID112_15,,QID92_15,,,Shipley2_15
Shipley2_16,Shipley2_16,N/A,0,N/A,,1,4,3,,,QID112_16,,QID92_16,,,Shipley2_16
Shipley2_17,Shipley2_17,N/A,0,N/A,,1,4,1,,,QID112_17,,QID92_17,,,Shipley2_17
Shipley2_18,Shipley2_18,N/A,0,N/A,,1,4,2,,,QID112_18,,QID92_18,,,Shipley2_18
Shipley2_19,Shipley2_19,N/A,0,N/A,,1,4,1,,,QID112_19,,QID92_19,,,Shipley2_19
Shipley2_20,Shipley2_20,N/A,0,N/A,,1,4,3,,,QID112_20,,QID92_20,,,Shipley2_20
Shipley2_21,Shipley2_21,N/A,0,N/A,,1,4,2,,,QID112_21,,QID92_21,,,Shipley2_21
Shipley2_22,Shipley2_22,N/A,0,N/A,,1,4,1,,,QID112_22,,QID92_22,,,Shipley2_22
Shipley2_23,Shipley2_23,N/A,0,N/A,,1,4,1,,,QID112_23,,QID92_23,,,Shipley2_23
Shipley2_24,Shipley2_24,N/A,0,N/A,,1,4,4,,,QID112_24,,QID92_24,,,Shipley2_24
Shipley2_25,Shipley2_25,N/A,0,N/A,,1,4,4,,,QID112_25,,QID92_25,,,Shipley2_25
Shipley2_26,Shipley2_26,N/A,0,N/A,,1,4,2,,,QID112_26,,QID92_26,,,Shipley2_26
Shipley2_27,Shipley2_27,N/A,0,N/A,,1,4,4,,,QID112_27,,QID92_27,,,Shipley2_27
Shipley2_28,Shipley2_28,N/A,0,N/A,,1,4,2,,,QID112_28,,QID92_28,,,Shipley2_28
Shipley2_29,Shipley2_29,N/A,0,N/A,,1,4,3,,,QID112_29,,QID92_29,,,Shipley2_29
Shipley2_30,Shipley2_30,N/A,0,N/A,,1,4,4,,,QID112_30,,QID92_30,,,Shipley2_30
Shipley2_31,Shipley2_31,N/A,0,N/A,,1,4,1,,,QID112_31,,QID92_31,,,Shipley2_31
Shipley2_32,Shipley2_32,N/A,0,N/A,,1,4,2,,,QID112_32,,QID92_32,,,Shipley2_32
Shipley2_33,Shipley2_33,N/A,0,N/A,,1,4,3,,,QID112_33,,QID92_33,,,Shipley2_33
Shipley2_34,Shipley2_34,N/A,0,N/A,,1,4,1,,,QID112_34,,QID92_34,,,Shipley2_34
Shipley2_35,Shipley2_35,N/A,0,N/A,,1,4,1,,,QID112_35,,QID92_35,,,Shipley2_35
Shipley2_36,Shipley2_36,N/A,0,N/A,,1,4,4,,,QID112_36,,QID92_36,,,Shipley2_36
Shipley2_37,Shipley2_37,N/A,0,N/A,,1,4,3,,,QID112_37,,QID92_37,,,Shipley2_37
Shipley2_38,Shipley2_38,N/A,0,N/A,,1,4,1,,,QID112_38,,QID92_38,,,Shipley2_38
Shipley2_39,Shipley2_39,N/A,0,N/A,,1,4,4,,,QID112_39,,QID92_39,,,Shipley2_39
Shipley2_40,Shipley2_40,N/A,0,N/A,,1,4,2,,,QID112_40,,QID92_40,,,Shipley2_40
tci_1,tci_1,6,0,novelty,,1,6,,,,QID18_1,,QID31_1,,,tci_1
tci_2,tci_2,6,0,harm-avoidance,,1,6,,,,QID18_2,,QID31_2,,,tci_2
tci_3,tci_3,6,0,self-directedness,,1,6,,,,QID18_3,,QID31_3,,,tci_3
tci_4,tci_4,6,0,cooperativeness,,1,6,,,,QID18_4,,QID31_4,,,tci_4
tci_5,tci_5,6,0,persistence,,1,6,,,,QID18_5,,QID31_5,,,tci_5
tci_6,tci_6,6,0,self-directedness,,1,6,,,,QID18_6,,QID31_6,,,tci_6
tci_7,tci_7,6,0,cooperativeness,,1,6,,,,QID18_7,,QID31_7,,,tci_7
tci_8,tci_8,6,0,persistence,,1,6,,,,QID18_8,,QID31_8,,,tci_8
tci_9,tci_9,6,0,harm-avoidance,,1,6,,,,QID18_9,,QID31_9,,,tci_9
tci_10,tci_10,6,0,novelty,,1,6,,,,QID18_10,,QID31_10,,,tci_10
tci_11,tci_11,6,0,reward-dependence,,1,6,,,,QID18_11,,QID31_11,,,tci_11
tci_12,tci_12,6,0,self-transcendence,,1,6,,,,QID18_12,,QID31_12,,,tci_12
tci_13,tci_13,6,0,cooperativeness,,1,6,,,,QID18_13,,QID31_13,,,tci_13
tci_14,tci_14,6,0,novelty,,1,6,,,,QID18_14,,QID31_14,,,tci_14
tci_15,tci_15,6,0,reward-dependence,,1,6,,,,QID18_15,,QID31_15,,,tci_15
tci_16,tci_16,6,0,harm-avoidance,,1,6,,,,QID18_16,,QID31_16,,,tci_16
tci_17,tci_17,6,0,self-directedness,,1,6,,,,QID18_17,,QID31_17,,,tci_17
tci_18,tci_18,6,0,cooperativeness,,1,6,,,,QID18_18,,QID31_18,,,tci_18
tci_19,tci_19,6,0,harm-avoidance,,1,6,,,,QID18_19,,QID31_19,,,tci_19
tci_20,tci_20,6,0,reward-dependence,,1,6,,,,QID18_20,,QID31_20,,,tci_20
tci_21,tci_21,6,0,self-directedness,,1,6,,,,QID18_21,,QID31_21,,,tci_21
tci_22,tci_22,6,0,persistence,,1,6,,,,QID18_22,,QID31_22,,,tci_22
tci_23,tci_23,6,0,self-directedness,,1,6,,,,QID18_23,,QID31_23,,,tci_23
tci_24,tci_24,6,0,novelty,,1,6,,,,QID18_24,,QID31_24,,,tci_24
tci_25,tci_25,6,0,self-transcendence,,1,6,,,,QID18_25,,QID31_25,,,tci_25
tci_26,tci_26,6,0,reward-dependence,,1,6,,,,QID18_26,,QID31_26,,,tci_26
tci_27,tci_27,6,0,cooperativeness,,1,6,,,,QID18_27,,QID31_27,,,tci_27
tci_28,tci_28,6,0,cooperativeness,,1,6,,,,QID18_28,,QID31_28,,,tci_28
tci_29,tci_29,6,0,self-transcendence,,1,6,,,,QID18_29,,QID31_29,,,tci_29
tci_30,tci_30,6,0,harm-avoidance,,1,6,,,,QID18_30,,QID31_30,,,tci_30
tci_31,tci_31,6,0,reward-dependence,,1,6,,,,QID18_31,,QID31_31,,,tci_31
tci_32,tci_32,6,0,self-transcendence,,1,6,,,,QID18_32,,QID31_32,,,tci_32
tci_33,tci_33,6,0,cooperativeness,,1,6,,,,QID18_33,,QID31_33,,,tci_33
tci_34,tci_34,6,0,self-directedness,,1,6,,,,QID18_34,,QID31_34,,,tci_34
tci_35,tci_35,6,0,self-directedness,,1,6,,,,QID18_35,,QID31_35,,,tci_35
tci_36,tci_36,6,0,validitycheck,,1,6,,,,QID18_36,,QID31_36,,,tci_36
tci_37,tci_37,6,0,persistence,,1,6,,,,QID18_37,,QID31_37,,,tci_37
tci_38,tci_38,6,0,harm-avoidance,,1,6,,,,QID18_38,,QID31_38,,,tci_38
tci_39,tci_39,6,0,reward-dependence,,1,6,,,,QID18_39,,QID31_39,,,tci_39
tci_40,tci_40,6,0,cooperativeness,,1,6,,,,QID18_40,,QID31_40,,,tci_40
tci_41,tci_41,6,0,cooperativeness,,1,6,,,,QID18_41,,QID31_41,,,tci_41
tci_42,tci_42,6,0,self-transcendence,,1,6,,,,QID18_42,,QID31_42,,,tci_42
tci_43,tci_43,6,0,self-transcendence,,1,6,,,,QID18_43,,QID31_43,,,tci_43
tci_44,tci_44,6,0,novelty,,1,6,,,,QID18_44,,QID31_44,,,tci_44
tci_45,tci_45,6,0,persistence,,1,6,,,,QID18_45,,QID31_45,,,tci_45
tci_46,tci_46,6,0,harm-avoidance,,1,6,,,,QID18_46,,QID31_46,,,tci_46
tci_47,tci_47,6,0,novelty,,1,6,,,,QID18_47,,QID31_47,,,tci_47
tci_48,tci_48,6,0,self-directedness,,1,6,,,,QID18_48,,QID31_48,,,tci_48
tci_49,tci_49,6,0,self-directedness,,1,6,,,,QID18_49,,QID31_49,,,tci_49
tci_50,tci_50,6,0,cooperativeness,,1,6,,,,QID18_50,,QID31_50,,,tci_50
tci_51,tci_51,6,0,novelty,,1,6,,,,QID18_51,,QID31_51,,,tci_51
tci_52,tci_52,6,0,self-transcendence,,1,6,,,,QID18_52,,QID31_52,,,tci_52
tci_53,tci_53,6,0,novelty,,1,6,,,,QID18_53,,QID31_53,,,tci_53
tci_54,tci_54,6,0,reward-dependence,,1,6,,,,QID18_54,,QID31_54,,,tci_54
tci_55,tci_55,6,0,persistence,,1,6,,,,QID18_55,,QID31_55,,,tci_55
tci_56,tci_56,6,0,self-transcendence,,1,6,,,,QID18_56,,QID31_56,,,tci_56
tci_57,tci_57,6,0,self-directedness,,1,6,,,,QID18_57,,QID31_57,,,tci_57
tci_58,tci_58,6,0,self-directedness,,1,6,,,,QID18_58,,QID31_58,,,tci_58
tci_59,tci_59,6,0,novelty,,1,6,,,,QID18_59,,QID31_59,,,tci_59
tci_60,tci_60,6,0,persistence,,1,6,,,,QID18_60,,QID31_60,,,tci_60
tci_61,tci_61,6,0,harm-avoidance,,1,6,,,,QID18_61,,QID31_61,,,tci_61
tci_62,tci_62,6,0,persistence,,1,6,,,,QID18_62,,QID31_62,,,tci_62
tci_63,tci_63,6,0,novelty,,1,6,,,,QID18_63,,QID31_63,,,tci_63
tci_64,tci_64,6,0,harm-avoidance,,1,6,,,,QID18_64,,QID31_64,,,tci_64
tci_65,tci_65,6,0,reward-dependence,,1,6,,,,QID18_65,,QID31_65,,,tci_65
tci_66,tci_66,6,0,self-directedness,,1,6,,,,QID18_66,,QID31_66,,,tci_66
tci_67,tci_67,6,0,cooperativeness,,1,6,,,,QID18_67,,QID31_67,,,tci_67
tci_68,tci_68,6,0,self-transcendence,,1,6,,,,QID18_68,,QID31_68,,,tci_68
tci_69,tci_69,6,0,self-directedness,,1,6,,,,QID18_69,,QID31_69,,,tci_69
tci_70,tci_70,6,0,harm-avoidance,,1,6,,,,QID18_70,,QID31_70,,,tci_70
tci_71,tci_71,6,0,novelty,,1,6,,,,QID18_71,,QID31_71,,,tci_71
tci_72,tci_72,6,0,persistence,,1,6,,,,QID18_72,,QID31_72,,,tci_72
tci_73,tci_73,6,0,self-transcendence,,1,6,,,,QID18_73,,QID31_73,,,tci_73
tci_74,tci_74,6,0,cooperativeness,,1,6,,,,QID18_74,,QID31_74,,,tci_74
tci_75,tci_75,6,0,cooperativeness,,1,6,,,,QID18_75,,QID31_75,,,tci_75
tci_76,tci_76,6,0,persistence,,1,6,,,,QID18_76,,QID31_76,,,tci_76
tci_77,tci_77,6,0,novelty,,1,6,,,,QID18_77,,QID31_77,,,tci_77
tci_78,tci_78,6,0,harm-avoidance,,1,6,,,,QID18_78,,QID31_78,,,tci_78
tci_79,tci_79,6,0,reward-dependence,,1,6,,,,QID18_79,,QID31_79,,,tci_79
tci_80,tci_80,6,0,reward-dependence,,1,6,,,,QID18_80,,QID31_80,,,tci_80
tci_81,tci_81,6,0,harm-avoidance,,1,6,,,,QID18_81,,QID31_81,,,tci_81
tci_82,tci_82,6,0,harm-avoidance,,1,6,,,,QID18_82,,QID31_82,,,tci_82
tci_83,tci_83,6,0,self-directedness,,1,6,,,,QID18_83,,QID31_83,,,tci_83
tci_84,tci_84,6,0,cooperativeness,,1,6,,,,QID18_84,,QID31_84,,,tci_84
tci_85,tci_85,6,0,reward-dependence,,1,6,,,,QID18_85,,QID31_85,,,tci_85
tci_86,tci_86,6,0,harm-avoidance,,1,6,,,,QID18_86,,QID31_86,,,tci_86
tci_87,tci_87,6,0,self-directedness,,1,6,,,,QID18_87,,QID31_87,,,tci_87
tci_88,tci_88,6,0,cooperativeness,,1,6,,,,QID18_88,,QID31_88,,,tci_88
tci_89,tci_89,6,0,cooperativeness,,1,6,,,,QID18_89,,QID31_89,,,tci_89
tci_90,tci_90,6,0,self-directedness,,1,6,,,,QID18_90,,QID31_90,,,tci_90
tci_91,tci_91,6,0,self-transcendence,,1,6,,,,QID18_91,,QID31_91,,,tci_91
tci_92,tci_92,6,0,reward-dependence,,1,6,,,,QID18_92,,QID31_92,,,tci_92
tci_93,tci_93,6,0,cooperativeness,,1,6,,,,QID18_93,,QID31_93,,,tci_93
tci_94,tci_94,6,0,persistence,,1,6,,,,QID18_94,,QID31_94,,,tci_94
tci_95,tci_95,6,0,self-transcendence,,1,6,,,,QID18_95,,QID31_95,,,tci_95
tci_96,tci_96,6,0,reward-dependence,,1,6,,,,QID18_96,,QID31_96,,,tci_96
tci_97,tci_97,6,0,reward-dependence,,1,6,,,,QID18_97,,QID31_97,,,tci_97
tci_98,tci_98,6,0,harm-avoidance,,1,6,,,,QID18_98,,QID31_98,,,tci_98
tci_99,tci_99,6,0,self-transcendence,,1,6,,,,QID18_99,,QID31_99,,,tci_99
tci_100,tci_100,6,0,self-directedness,,1,6,,,,QID18_100,,QID31_100,,,tci_100
tci_101,tci_101,6,0,validitycheck,,1,6,,,,QID18_101,,QID31_101,,,tci_101
tci_102,tci_102,6,0,novelty,,1,6,,,,QID18_102,,QID31_102,,,tci_102
tci_103,tci_103,6,0,harm-avoidance,,1,6,,,,QID18_103,,QID31_103,,,tci_103
tci_104,tci_104,6,0,novelty,,1,6,,,,QID18_104,,QID31_104,,,tci_104
tci_105,tci_105,6,0,novelty,,1,6,,,,QID18_105,,QID31_105,,,tci_105
tci_106,tci_106,6,0,self-transcendence,,1,6,,,,QID18_106,,QID31_106,,,tci_106
tci_107,tci_107,6,0,self-directedness,,1,6,,,,QID18_107,,QID31_107,,,tci_107
tci_108,tci_108,6,0,self-directedness,,1,6,,,,QID18_108,,QID31_108,,,tci_108
tci_109,tci_109,6,0,novelty,,1,6,,,,QID18_109,,QID31_109,,,tci_109
tci_110,tci_110,6,0,reward-dependence,,1,6,,,,QID18_110,,QID31_110,,,tci_110
tci_111,tci_111,6,0,persistence,,1,6,,,,QID18_111,,QID31_111,,,tci_111
tci_112,tci_112,6,0,self-transcendence,,1,6,,,,QID18_112,,QID31_112,,,tci_112
tci_113,tci_113,6,0,harm-avoidance,,1,6,,,,QID18_113,,QID31_113,,,tci_113
tci_114,tci_114,6,0,persistence,,1,6,,,,QID18_114,,QID31_114,,,tci_114
tci_115,tci_115,6,0,self-directedness,,1,6,,,,QID18_115,,QID31_115,,,tci_115
tci_116,tci_116,6,0,reward-dependence,,1,6,,,,QID18_116,,QID31_116,,,tci_116
tci_117,tci_117,6,0,persistence,,1,6,,,,QID18_117,,QID31_117,,,tci_117
tci_118,tci_118,6,0,self-transcendence,,1,6,,,,QID18_118,,QID31_118,,,tci_118
tci_119,tci_119,6,0,persistence,,1,6,,,,QID18_119,,QID31_119,,,tci_119
tci_120,tci_120,6,0,validitycheck,,1,6,,,,QID18_120,,QID31_120,,,tci_120
tci_121,tci_121,6,0,harm-avoidance,,1,6,,,,QID18_121,,QID31_121,,,tci_121
tci_122,tci_122,6,0,novelty,,1,6,,,,QID18_122,,QID31_122,,,tci_122
tci_123,tci_123,6,0,novelty,,1,6,,,,QID18_123,,QID31_123,,,tci_123
tci_124,tci_124,6,0,cooperativeness,,1,6,,,,QID18_124,,QID31_124,,,tci_124
tci_125,tci_125,6,0,reward-dependence,,1,6,,,,QID18_125,,QID31_125,,,tci_125
tci_126,tci_126,6,0,persistence,,1,6,,,,QID18_126,,QID31_126,,,tci_126
tci_127,tci_127,6,0,reward-dependence,,1,6,,,,QID18_127,,QID31_127,,,tci_127
tci_128,tci_128,6,0,cooperativeness,,1,6,,,,QID18_128,,QID31_128,,,tci_128
tci_129,tci_129,6,0,persistence,,1,6,,,,QID18_129,,QID31_129,,,tci_129
tci_130,tci_130,6,0,reward-dependence,,1,6,,,,QID18_130,,QID31_130,,,tci_130
tci_131,tci_131,6,0,harm-avoidance,,1,6,,,,QID18_131,,QID31_131,,,tci_131
tci_132,tci_132,6,0,validitycheck,,1,6,,,,QID18_132,,QID31_132,,,tci_132
tci_133,tci_133,6,0,cooperativeness,,1,6,,,,QID18_133,,QID31_133,,,tci_133
tci_134,tci_134,6,0,persistence,,1,6,,,,QID18_134,,QID31_134,,,tci_134
tci_135,tci_135,6,0,novelty,,1,6,,,,QID18_135,,QID31_135,,,tci_135
tci_136,tci_136,6,0,harm-avoidance,,1,6,,,,QID18_136,,QID31_136,,,tci_136
tci_137,tci_137,6,0,persistence,,1,6,,,,QID18_137,,QID31_137,,,tci_137
tci_138,tci_138,6,0,reward-dependence,,1,6,,,,QID18_138,,QID31_138,,,tci_138
tci_139,tci_139,6,0,novelty,,1,6,,,,QID18_139,,QID31_139,,,tci_139
tci_140,tci_140,6,0,persistence,,1,6,,,,QID18_140,,QID31_140,,,tci_140
TEPS_1,TEPS_1,N/A,,,,1,6,,,<-Screwed Up the first question,,,,,,TEPS_1
TEPS_2,TEPS_2,N/A,,,,1,6,,,,QID70_2,,QID52_2,,,TEPS_2
TEPS_3,TEPS_3,N/A,,,,1,6,,,,QID70_3,,QID52_3,,,TEPS_3
TEPS_4,TEPS_4,N/A,,,,1,6,,,,QID70_4,,QID52_4,,,TEPS_4
TEPS_5,TEPS_5,N/A,,,,1,6,,,,QID70_5,,QID52_5,,,TEPS_5
TEPS_6,TEPS_6,N/A,,,,1,6,,,,QID70_6,,QID52_6,,,TEPS_6
TEPS_7,TEPS_7,N/A,,,,1,6,,,,QID70_7,,QID52_7,,,TEPS_7
TEPS_8,TEPS_8,N/A,,,,1,6,,,,QID70_8,,QID52_8,,,TEPS_8
TEPS_9,TEPS_9,N/A,,,,1,6,,,,QID70_9,,QID52_9,,,TEPS_9
TEPS_10,TEPS_10,N/A,,,,1,6,,,,QID70_10,,QID52_10,,,TEPS_10
TEPS_11,TEPS_11,N/A,,,,1,6,,,,QID70_11,,QID52_11,,,TEPS_11
TEPS_12,TEPS_12,N/A,,,,1,6,,,,QID70_12,,QID52_12,,,TEPS_12
TEPS_13,TEPS_13,N/A,,,,1,6,,,,QID70_13,,QID52_13,,,TEPS_13
TEPS_14,TEPS_14,N/A,,,,1,6,,,,QID70_14,,QID52_14,,,TEPS_14
TEPS_15,TEPS_15,N/A,,,,1,6,,,,QID70_15,,QID52_15,,,TEPS_15
TEPS_16,TEPS_16,N/A,,,,1,6,,,,QID70_16,,QID52_16,,,TEPS_16
TEPS_17,TEPS_17,N/A,,,,1,6,,,,QID70_17,,QID52_17,,,TEPS_17
TEPS_18,TEPS_18,N/A,,,,1,6,,,,QID70_18,,QID52_18,,,TEPS_18
snaith_1,snaith_1,N/A,Reverse,,,1,5,,,,QID67_1,,QID50_1,,,snaith_1
snaith_2,snaith_2,N/A,Reverse,,,1,5,,,,QID67_2,,QID50_2,,,snaith_2
snaith_3,snaith_3,N/A,Reverse,,,1,5,,,,QID67_3,,QID50_3,,,snaith_3
snaith_4,snaith_4,N/A,Reverse,,,1,5,,,,QID67_4,,QID50_4,,,snaith_4
snaith_5,snaith_5,N/A,Reverse,,,1,5,,,,QID67_5,,QID50_5,,,snaith_5
snaith_6,snaith_6,N/A,Reverse,,,1,5,,,>concatenated in original with QID67_13,QID67_6,,QID50_6,,,snaith_6
snaith_7,snaith_7,N/A,Reverse,,,1,5,,,>concatenated in original with QID67_12,QID67_7,,QID50_7,,,snaith_7
snaith_8,snaith_8,N/A,Reverse,,,1,5,,,> not on original,QID67_8,,QID50_8,,,snaith_8
snaith_9,snaith_9,N/A,Reverse,,,1,5,,,> not on original,QID67_10,,QID50_10,QID50_9,,snaith_9
snaith_10,snaith_10,N/A,Reverse,,,1,5,,,,QID67_11,,QID50_11,,,snaith_10
snaith_11,snaith_11,N/A,Reverse,,,1,5,,,,QID67_12,,QID50_12,,,snaith_11
snaith_12,snaith_12,N/A,Reverse,,,1,5,,,,QID67_14,,QID50_13,,,snaith_12
snaith_13,snaith_13,N/A,Reverse,,,1,5,,,,QID67_15,,QID50_15,,,snaith_13
snaith_14,snaith_14,N/A,Reverse,,,1,5,,,,QID67_16,,QID50_16,QID50_14,,snaith_14
DDQ_1,DDQ1_1,N/A,,,,1,2,,,,QID72,,QID54,,,DDQ1_1
DDQ_2,,N/A,,,,1,2,,,,QID73,,QID55,,,
DDQ_3,,N/A,,,,1,2,,,,QID74,,QID56,QID50_17,,
DDQ_4,,N/A,,,,1,2,,,,QID75,,QID57,,,
DDQ_5,,N/A,,,,1,2,,,,QID76,,QID58,,,
DDQ_6,DDQ1_6,N/A,,,,1,2,,,,QID77,,QID59,,,DDQ1_6
DDQ_7,,N/A,,,,1,2,,,,QID78,,QID60,,,
DDQ_8,DDQ1_8,N/A,,,,1,2,,,,QID79,,QID61,,,DDQ1_8
DDQ_9,,N/A,,,,1,2,,,,QID80,,QID62,,,
DDQ_10,DDQ1_10,N/A,,,,1,2,,,,QID82,,QID64,,,DDQ1_10
DDQ_11,,N/A,,,,1,2,,,,QID81,,QID63,,,
DDQ_12,,N/A,,,,1,2,,,,QID83,,QID65,,,
DDQ_13,,N/A,,,,1,2,,,,QID84,,QID66,,,
DDQ_14,DDQ1_14,N/A,,,,1,2,,,,QID85,,QID67,,,DDQ1_14
DDQ_15,,N/A,,,,1,2,,,,QID86,,QID68,,,
DDQ_16,DDQ1_16,N/A,,,,1,2,,,,QID87,,QID69,,,DDQ1_16
DDQ_17,,N/A,,,,1,2,,,,QID88,,QID70,,,
DDQ_18,,N/A,,,,1,2,,,,QID89,,QID71,,,
DDQ_19,,N/A,,,,1,2,,,,QID90,,QID72,,,
DDQ_20,,N/A,,,,1,2,,,,QID91,,QID73,,,
DDQ_21,DDQ1_21,N/A,,,,1,2,,,,QID92,,QID74,,,DDQ1_21
DDQ_22,,N/A,,,,1,2,,,,QID93,,QID75,,,
DDQ_23,,N/A,,,,1,2,,,,QID94,,QID76,,,
DDQ_24,DDQ1_24,N/A,,,,1,2,,,,none,,none,,,DDQ1_24
DDQ_25,,N/A,,,,1,2,,,,QID95,,QID77,,,
DDQ_26,,N/A,,,,1,2,,,,QID96,,QID78,,,
